Drug;Neutral SMILES;SMILES at pH 7;Category;;;;;;
CHEMBL1224861;;CCCC[C@H]1CCCC[C@H](C)[C@@H](O)c2cc(O)c([C@@H](CCCCCl)CCCC[C@H](C)[C@@H](O)c3cc(O)c1c(O)c3)c(O)c2;CHEMBL;;;;;;
CHEMBL1224862;;C[C@H]1CCCC[C@H](CCCC(Cl)Cl)c2c(O)cc(cc2O)[C@H](O)[C@@H](C)CCCC[C@H](CCCC(Cl)Cl)c2c(O)cc(C1)cc2O;CHEMBL;;;;;;
CHEMBL1224863;;CCCC[C@H]1CCCC[C@H](C)Cc2cc(O)c([C@@H](CCCC(Cl)Cl)CCCC[C@H](C)[C@@H](O)c3cc(O)c1c(O)c3)c(O)c2;CHEMBL;;;;;;
CHEMBL1224864;;C[C@H]1CCCC[C@H](CCCC(Cl)Cl)c2c(O)cc(C[C@@H](C)CCCC[C@H](CCCC(Cl)Cl)c3c(O)cc(C1)cc3O)cc2O;CHEMBL;;;;;;
CHEMBL1224865;;C[C@H]1CCCC[C@H](CCCC(Br)Br)c2c(O)cc(cc2O)[C@H](O)[C@@H](C)CCCC[C@H](CCCC(Br)Br)c2c(O)cc(cc2O)[C@@H]1O;CHEMBL;;;;;;
CHEMBL1224866;;CCCC[C@H]1CCCC[C@H](C)[C@@H](O)c2cc(O)c([C@@H](CCCC)CCCC[C@H](C)[C@@H](O)c3cc(O)c1c(O)c3)c(O)c2;CHEMBL;;;;;;
CHEMBL1224867;;CCCC[C@H]1CCCC[C@H](C)[C@@H](O)c2cc(O)c([C@@H](CCCC)CCCC[C@H](C)Cc3cc(O)c1c(O)c3)c(O)c2;CHEMBL;;;;;;
CHEMBL1224868;;CCCC[C@H]1CCCC[C@H](C)Cc2cc(O)c([C@@H](CCCC)CCCC[C@H](C)Cc3cc(O)c1c(O)c3)c(O)c2;CHEMBL;;;;;;
CHEMBL122487;;C(N1CCC[NH2+]CCNCCC[NH2+]CC1)c1ccc(C[NH+]2CCCNCC[NH2+]CCNCCC2)cc1;CHEMBL;;;;;;
CHEMBL122501;;C(CN1CCC[NH2+]CCNCCCNCC1)Cc1ccc(CCC[NH+]2CCCNCC[NH2+]CCC[NH2+]CC2)cc1;CHEMBL;;;;;;
CHEMBL122537;;Cc1cc(CN2CCC[NH2+]CCNCCC[NH2+]CC2)c(C)cc1CN1CCC[NH2+]CCNCCC[NH2+]CC1;CHEMBL;;;;;;
CHEMBL12265;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](OC2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C(C)C)[C@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(Cl)cc3)C(=O)O[C@]12C)OC;CHEMBL;;;;;;
CHEMBL122692;;C(N1CCC[NH2+]CCCNCCC[NH2+]CCC1)c1ccc(C[NH+]2CCCNCCC[NH2+]CCC[NH2+]CCC2)cc1;CHEMBL;;;;;;
CHEMBL122773;;CCC1CC(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)N[C@@H](CCC[NH+]=C(N)N)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H](CCCCNC1=O)C(N)=O;CHEMBL;;;;;;
CHEMBL12282;;CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2[C@@H](C)COC2=O)[C@H](C)[C@@H](OC2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)CC2CC2)[C@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(F)c(Cl)c3)C(=O)O[C@]12C)OC;CHEMBL;;;;;;
CHEMBL1229169;;[NH3+]Cc1cc2oc1CNC(=O)c1cc(C[NH3+])c(CNC(=O)c3cc(C[NH3+])c(CNC2=O)o3)o1;CHEMBL;;;;;;
CHEMBL1229170;;[NH3+]CCC(=O)NCc1cc2oc1CNC(=O)c1cc(CNC(=O)CC[NH3+])c(CNC(=O)c3cc(CNC(=O)CC[NH3+])c(CNC2=O)o3)o1;CHEMBL;;;;;;
CHEMBL122919;;O[C@@H]1[C@H](CC2CCCCC2)NC(=O)[C@H](COC(=O)CCC[C@H](CN2CCOCC2)OC1=O)NC(=O)COc1ccccc1;CHEMBL;;;;;;
CHEMBL122946;;CCC(C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C\C=C(C)\[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)\C=C\C=C4/CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)C=C[C@@H]1C;CHEMBL;;;;;;
CHEMBL122981;;CC1(C)SC[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H]1NC(=O)[C@@H]([NH3+])Cc1ccc(O)cc1)C([O-])=O;CHEMBL;;;;;;
CHEMBL1229884;;Nc1ncnc2n(cnc12)[C@@H]1O[C@@H]2COP([O-])(=O)O[C@@H]3[C@@H](COP([O-])(=O)O[C@H]2[C@H]1O)O[C@H]([C@@H]3O)n1cnc2c(N)ncnc12;CHEMBL;;;;;;
CHEMBL123004;;CC(C)[C@H]1NC(=O)[C@@H](CCCCCCCC[C@H](CO)NC1=O)NC(=O)OC(C)(C)C;CHEMBL;;;;;;
CHEMBL1231055;;CC(C)CCCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)[C@H]1c2ccc(O)c(c2)-c2cc(C[C@H](NC(=O)[C@H](C)NC1=O)C([O-])=O)ccc2O;CHEMBL;;;;;;
CHEMBL1231352;;CN(C)c1[nH+]c2CCCn3cc(C4=C(C(=O)NC4=O)c4cn(CCCCc1cc2)c1ccccc41)c1ccccc31;CHEMBL;;;;;;
CHEMBL1231573;;NC1=Nc2c(ncn2[C@@H]2O[C@@H]3COP([O-])(=O)O[C@@H]4[C@@H](COP([O-])(=O)O[C@H]3[C@H]2O)O[C@H]([C@@H]4O)n2cnc3c2N=C(N)NC3=O)C(=O)N1;CHEMBL;;;;;;
CHEMBL1231649;;CO[C@H]1[C@@H](CC(=O)O[C@H](C)C[C@@H]2O[C@H]2\C=C\C(=O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O2)[C@@H]([C@H]1O)[NH+](C)C)OC(C)=O;CHEMBL;;;;;;
CHEMBL1231891;;Cc1c2Cc3[nH]c(Cc4[nH]c(Cc5[nH]c(Cc([nH]2)c1CCC([O-])=O)c(C)c5CCC([O-])=O)c(C)c4CCC([O-])=O)c(CCC([O-])=O)c3C;CHEMBL;;;;;;
CHEMBL1232357;;CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(OCCCNC1=O)cc2)NC(=O)[C@@H]1Cc2ccc(OCCCCC(=O)N[C@@H](C(C)C)C(=O)N1)cc2;CHEMBL;;;;;;
CHEMBL1232510;;CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cc(nn3)-c3cccc(N)c3)C(=O)O[C@]12C)OC;CHEMBL;;;;;;
CHEMBL1233002;;CCCCCCC\C=C\C=C\C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]1C[C@@H](O)CCNC(=O)\C=C\[C@H](C)NC1=O;CHEMBL;;;;;;
CHEMBL1233239;;CC(C)CCN(C[C@@H](O)[C@@H]1Cc2ccc(OCCCC(=O)N[C@@H](CC(N)=O)C(=O)N1)cc2)S(=O)(=O)c1ccccc1;CHEMBL;;;;;;
CHEMBL123429;;COc1cc(CN2CCC[NH2+]CCNCCC[NH2+]CC2)c(OC)cc1CN1CCC[NH2+]CCNCCC[NH2+]CC1;CHEMBL;;;;;;
CHEMBL1235084;;Oc1cc(O)c2c(CC(=O)CCCC\C=C\CCOC2=O)c1Cl;CHEMBL;;;;;;
CHEMBL1235296;;CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@H](O)[C@@H]1Cc2ccc(OCCCC(=O)N[C@@H](CC(N)=O)C(=O)N1)cc2)C(=O)N[C@@H](C(C)C)C(N)=O;CHEMBL;;;;;;
CHEMBL1235520;;C[C@@H]1C[C@@]2(C)CC[C@@H](O2)[C@@]23CC[C@@](C)(C[C@@H](O2)[C@H]2O[C@](C)(CC2=O)[C@@H](O)[C@@H]2CC[C@@]4(CCC[C@H](O4)[C@@H](C)C(=O)O[C@@H]4C[C@H](O[C@@H]4\C=C\C(\C)=C\1)[C@@]1(O)OCCC(C)=C1[O-])O2)O3;CHEMBL;;;;;;
CHEMBL1235529;;Brc1cnc2Nc3cccc(c3)S(=O)(=O)NCCCNc1n2;CHEMBL;;;;;;
CHEMBL123564;;CO[C@H]1C[C@H](C)CC2=C(NCC=C)C(=O)C=C(NC(=O)\C(C)=C\CC[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O;CHEMBL;;;;;;
CHEMBL1235718;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)\C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O;CHEMBL;;;;;;
CHEMBL1235782;;CO[C@@H]1[C@@H](O)[C@H](C)[C@H]2O[C@]1(O)[C@H](C)C(=O)O[C@@H](CCCC[C@H](OC)[C@H](OC)\C=C\[C@@H]2C)c1ccccc1;CHEMBL;;;;;;
CHEMBL1235837;;CC1(C)COC(=O)CCCCCCCCCCCOC(=O)[C@@H]2CCCCN2C(=O)C1=O;CHEMBL;;;;;;
CHEMBL1236043;;CC(C)[C@H](NC(=O)N[C@@H](C(C)C)C(=O)N[C@H]1\C=C\CCNC(=O)\C=C\[C@@H](NC1=O)C(C)C)C([O-])=O;CHEMBL;;;;;;
CHEMBL1236167;;Clc1ccc2OCC(=O)NCCC(=O)N[C@H](C3CCCCC3)C(=O)N3CCC[C@H]3C(=O)NCc2c1;CHEMBL;;;;;;
CHEMBL1236670;;CC(C)[C@H]1OC(=O)C2=CCCN2C(=O)c2coc(CC(=O)C[C@H](O)\C=C(/C)\C=C\CNC(=O)\C=C\[C@H]1C)n2;CHEMBL;;;;;;
CHEMBL123698;;COc1ccc(C[C@H]2NC(=O)\C=C\CC(OC(=O)[C@@H](CC(C)C)OC(=O)CCNC2=O)[C@H](C)C2OC2c2ccccc2)cc1Cl;CHEMBL;;;;;;
CHEMBL1237043;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](C)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O;CHEMBL;;;;;;
CHEMBL1237057;;CCC(C)[C@H]([NH3+])C1=NCC(S1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC([O-])=O)C(=O)N[C@@H](C(C)CC)C(=O)N[C@H]1CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC([O-])=O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](CCC[NH3+])NC1=O)C(C)CC;CHEMBL;;;;;;
CHEMBL1237070;;CCCCCOc1ccc(cc1)-c1cc(no1)-c1ccc(cc1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)c1ccc(O)c(OS([O-])(=O)=O)c1)[C@H](O)CC(N)=O;CHEMBL;;;;;;
CHEMBL1237072;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)[C@@H]2[NH2+][C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O;CHEMBL;;;;;;
CHEMBL1237137;;CO[C@H]1[C@H](C[C@@H](O)CO)O[C@H]2C[C@H]3O[C@H](C[C@@H](C)C3=C)CC[C@@H]3O[C@H](CC3=C)CC[C@@]34C[C@@H]5O[C@@H]6C(O[C@H]7CC[C@H](CC(=O)O[C@H]12)O[C@@H]7[C@@H]6O3)[C@H]5O4;CHEMBL;;;;;;
CHEMBL123835;;CO[C@H]1C[C@H](C)CC2=C(NCCCO)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O;CHEMBL;;;;;;
CHEMBL123938;;NNC(=O)[C@H]1CCCCNC(=O)CCC(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)N[C@@H](CCC[NH+]=C(N)N)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N1;CHEMBL;;;;;;
CHEMBL124031;;CCCC[C@@H]1NC(=O)[C@H](CCCCOc2ccc(C[C@H](NC1=O)[C@H](O)CN(CCC(C)C)S(=O)(=O)c1ccc(NC(C)=O)cc1)cc2)NC(=O)CCCC;CHEMBL;;;;;;
CHEMBL1240597;;CC[C@H](C)[C@H]1NC(=O)[C@H](CC([O-])=O)NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](CSCc2cc3CSC[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC([O-])=O)NC(=O)[C@H](Cc4ccc(O)cc4)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CSCc(c3)c2)NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(N)=[NH2+])NC1=O)C(C)C)C(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](C)[NH3+];CHEMBL;;;;;;
CHEMBL1240598;;CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CSCc3cc(CSC[C@H](NC(=O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)NC(=O)[C@@H](NC(=O)[C@H](CCC([O-])=O)NC1=O)[C@@H](C)CC)C(=O)NCC(N)=O)cc(CSC[C@H](NC(=O)[C@H](C)[NH3+])C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@H](C)O)C(=O)N[C@@H](CCC([O-])=O)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N2)c3;CHEMBL;;;;;;
CHEMBL1240599;;CC[C@H](C)[C@@H]1NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CSCc3cc(CSC[C@H](NC(=O)[C@@H]4CCCN4C(=O)CNC(=O)[C@H](CC([O-])=O)NC1=O)C(=O)NCC(N)=O)cc(CSC[C@H](NC(=O)[C@H](C)[NH3+])C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c4ccccc14)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCSC)C(=O)N2)c3;CHEMBL;;;;;;
CHEMBL1240601;;CSCC[C@@H]1NC(=O)[C@]2(C)CSCc3cc(CSC[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC([O-])=O)NC(=O)[C@H](CO)NC(=O)[C@H](CCC([O-])=O)NC1=O)C(C)C)C(=O)NCC(N)=O)cc(CSC[C@H](NC(=O)[C@H](C)[NH3+])C(=O)N1CCC[C@@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1c[nH]c4ccccc14)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N2)c3;CHEMBL;;;;;;
CHEMBL1240604;;CC[C@H](C)[C@H]1NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H]2CSCc3cc(CSC[C@H](NC(=O)[C@H](CO)NC1=O)C(=O)NCC(N)=O)cc(CSC[C@H](NC(=O)[C@H](C)[NH3+])C(=O)NCC(=O)NCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC([O-])=O)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N2)c3)C(C)C;CHEMBL;;;;;;
CHEMBL1240608;;CC(C)C[C@@H]1NC(=O)[C@H](CC([O-])=O)NC(=O)CNC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC([O-])=O)NC(=O)[C@H](CSCc2cc3CSC[C@H](NC(=O)[C@@H](NC(=O)[C@H]4CCCN4C(=O)[C@@H]4CCCN4C(=O)[C@H](CC([O-])=O)NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC(=O)CNC(=O)[C@H](CSCc(c3)c2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O)C(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](C)[NH3+];CHEMBL;;;;;;
CHEMBL1240609;;CC(C)[C@@H]1NC(=O)[C@H](CC([O-])=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC([O-])=O)NC(=O)[C@H](CSCc2cc3CSC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](Cc4ccccc4)NC(=O)CNC(=O)[C@H](CC([O-])=O)NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](CSCc(c3)c2)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC1=O)C(=O)NCC(N)=O)NC(=O)[C@H](C)[NH3+];CHEMBL;;;;;;
CHEMBL1240612;;CC(C)C[C@@H]1NC(=O)[C@H](CC([O-])=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CSCc2cc3CSC[C@H](NC(=O)[C@@H]4CCCN4C(=O)CNC(=O)[C@H](CCC([O-])=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)[C@H](CSCc(c2)c3)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC1=O)C(=O)NCC(N)=O)NC(=O)[C@H](C)[NH3+];CHEMBL;;;;;;
CHEMBL1240613;;CC[C@@H](C)[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CSCc3cc(CSC[C@H](NC(=O)[C@@H](CC([O-])=O)NC(=O)[C@@H](CO)NC(=O)[C@H](Cc4ccccc4)NC1=O)C(=O)NCC(N)=O)cc(CSC[C@H](NC(=O)[C@H](C)[NH3+])C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@@H]([C@H](C)CC)C(=O)N[C@@H](CCC([O-])=O)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N2)c3;CHEMBL;;;;;;
CHEMBL1240621;;CCCNC(=O)O[C@H]1[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H](C)[C@@H](OC)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C)OC;CHEMBL;;;;;;
CHEMBL1240622;;CCCCNC(=O)O[C@H]1[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H](C)[C@@H](OC)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C)OC;CHEMBL;;;;;;
CHEMBL1240623;;CCCCCNC(=O)O[C@H]1[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H](C)[C@@H](OC)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C)OC;CHEMBL;;;;;;
CHEMBL1240624;;CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)NC2CCCCC2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H](C)[C@@H](OC)[C@]1(C)O)OC;CHEMBL;;;;;;
CHEMBL1240625;;CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)NCCCOC)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H](C)[C@@H](OC)[C@]1(C)O)OC;CHEMBL;;;;;;
CHEMBL1240626;;CCOCCCNC(=O)O[C@H]1[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H](C)[C@@H](OC)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C)OC;CHEMBL;;;;;;
CHEMBL1240627;;CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)NCCCOC(C)C)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H](C)[C@@H](OC)[C@]1(C)O)OC;CHEMBL;;;;;;
CHEMBL1240628;;CCCCOCCCNC(=O)O[C@H]1[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H](C)[C@@H](OC)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C)OC;CHEMBL;;;;;;
CHEMBL1240629;;CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)NCCCO)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H](C)[C@@H](OC)[C@]1(C)O)OC;CHEMBL;;;;;;
CHEMBL1240630;;CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)NCc2ccco2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H](C)[C@@H](OC)[C@]1(C)O)OC;CHEMBL;;;;;;
CHEMBL1240631;;CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)Nc2nccs2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H](C)[C@@H](OC)[C@]1(C)O)OC;CHEMBL;;;;;;
CHEMBL1240632;;CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)NCc2ccccc2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H](C)[C@@H](OC)[C@]1(C)O)OC;CHEMBL;;;;;;
CHEMBL1240633;;CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)NCc2ccc(OC)cc2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H](C)[C@@H](OC)[C@]1(C)O)OC;CHEMBL;;;;;;
CHEMBL1240634;;CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)NCc2ccc(F)cc2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H](C)[C@@H](OC)[C@]1(C)O)OC;CHEMBL;;;;;;
CHEMBL1240635;;CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)NCc2ccc(Cl)cc2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H](C)[C@@H](OC)[C@]1(C)O)OC;CHEMBL;;;;;;
CHEMBL1240636;;CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)NCc2ccc(Br)cc2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H](C)[C@@H](OC)[C@]1(C)O)OC;CHEMBL;;;;;;
CHEMBL1240637;;CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)NCc2ccc(O)cc2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H](C)[C@@H](OC)[C@]1(C)O)OC;CHEMBL;;;;;;
CHEMBL1240638;;CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)NCc2ccc(C)cc2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H](C)[C@@H](OC)[C@]1(C)O)OC;CHEMBL;;;;;;
CHEMBL1240639;;CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)NCCc2ccccc2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H](C)[C@@H](OC)[C@]1(C)O)OC;CHEMBL;;;;;;
CHEMBL1240640;;CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)NCCc2ccc(OC)cc2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H](C)[C@@H](OC)[C@]1(C)O)OC;CHEMBL;;;;;;
CHEMBL1240641;;CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)NCCc2ccc(OC)c(OC)c2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H](C)[C@@H](OC)[C@]1(C)O)OC;CHEMBL;;;;;;
CHEMBL1240642;;CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)NCCc2ccc(O)cc2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H](C)[C@@H](OC)[C@]1(C)O)OC;CHEMBL;;;;;;
CHEMBL1240643;;CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)NCCc2ccc(F)cc2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H](C)[C@@H](OC)[C@]1(C)O)OC;CHEMBL;;;;;;
